2|7|3|9|13|5|1|8|0|14|10|4|12|6|11 1|8|0|14|13|6|12|4|10|11|2|5|9|3|7 2|11|6|10|7|0|4|3|1|9|14|8|13|12|5 6|11|10|13|14|7|0|2|4|12|1|8|5|3|9 10|5|9|13|4|12|14|7|0|6|3|1|2|11|8 
13|5|1|8|0|6|12|4|10|11|14|2|7|3|9 13|6|12|4|10|5|1|11|0|14|8|2|9|3|7 3|1|6|14|8|11|12|7|4|0|13|5|2|9|10 14|7|2|12|6|0|3|4|13|9|5|10|8|11|1 2|7|3|9|13|5|1|8|0|14|10|4|12|6|11 
6|12|4|10|2|5|1|11|0|14|7|3|9|13|8 5|14|0|1|8|6|12|4|7|11|2|9|3|10|13 5|2|12|7|8|9|3|4|13|0|11|10|1|6|14 6|3|7|9|5|11|1|13|4|0|10|8|12|14|2 2|7|3|9|13|5|1|8|0|14|10|4|12|6|11 
2|5|1|8|14|6|12|10|7|11|3|9|13|0|4 13|6|12|4|7|9|1|11|14|0|2|5|3|10|8 8|9|3|10|6|11|13|1|4|0|14|5|2|12|7 5|13|3|10|8|9|1|12|11|0|4|14|2|6|7 5|14|0|1|8|6|12|4|7|11|2|9|3|10|13 
11|12|10|7|13|9|8|0|14|6|3|2|4|5|1 9|1|0|14|2|6|12|8|7|11|5|3|10|13|4 7|13|4|9|5|10|1|12|11|0|8|6|2|3|14 8|9|12|2|14|11|13|1|4|0|6|7|5|3|10 5|14|0|1|8|6|12|4|7|11|2|9|3|10|13 
13|9|0|14|3|6|12|8|7|11|2|4|5|1|10 8|12|7|5|2|0|11|9|14|6|3|4|10|13|1 5|10|12|8|6|14|13|1|4|0|2|3|11|7|9 3|13|5|6|7|12|1|10|11|0|4|14|8|9|2 5|14|0|1|8|6|12|4|7|11|2|9|3|10|13 
3|12|8|7|2|0|11|9|14|6|4|5|1|10|13 3|14|7|0|2|6|10|8|9|11|4|12|13|1|5 6|9|13|4|2|12|1|10|11|0|3|7|14|5|8 2|12|0|10|8|14|9|1|3|7|13|11|4|5|6 5|14|0|1|8|6|12|4|7|11|2|9|3|10|13 
2|0|14|4|5|6|10|1|9|11|8|13|3|12|7 13|10|8|4|7|3|5|9|14|6|0|1|11|2|12 2|12|10|11|0|14|9|1|5|7|3|8|6|13|4 8|10|9|3|7|12|1|6|11|0|13|4|5|14|2 5|14|0|1|8|6|12|4|7|11|2|9|3|10|13
